1	a	beag
1	a	suite
3	abairt	amháin
1	abairt	bunúsach
1	abairt	ceangailte
1	abairt	fada
3	abairt	iomlán
1	abairt	mór
1	abairt	náisiúnta
1	abha	nua
5	abhainn	beag
1	abhainn	buí
1	abhainn	bán
1	abhainn	cóngarach
9	abhainn	dubh
1	abhainn	garbh,óg
18	abhainn	mór
2	acadamh	amháin
1	acadamh	aontaithe
1	acadamh	beilgeach
1	acadamh	francach
2	acadamh	impiriúil
1	acadamh	liteartha
1	acadamh	maith
1	acadamh	minic
4	acadamh	míleata
1	acadamh	míleata,aontaithe
7	acadamh	náisiúnta
1	acadamh	náisiúnta,deartha
21	acadamh	ríoga
2	acadamh	uasal
7	achadh	mór
4	achar	beag
1	achar	beag,suite
1	achar	céanna
1	achar	déanta
1	achar	fad
8	achar	fada
1	achar	fairsing
1	achar	gearr
7	achar	iomlán
1	achar	leathan
1	achar	léir
1	achar	maith
5	achar	mór
3	achar	rialta
1	achar	réasúnta,maith
1	achar	sábháilte
1	achar	áirithe
1	achomharc	foirmiúil
1	achomharc	leathan
3	achrann	mór
2	achrann	polaitiúil
1	achrann	áirithe
1	achrann	éigin
1	acht	cosanta
1	acht	maith
3	acht	nua
1	acht	suntasach
1	acht	áirithe
3	acht	údaraithe
1	aclaíocht	achrannach
1	aclaíocht	gníomhach
1	aclaíocht	rialta
3	acmhainn	daonna
1	acmhainn	digiteach
1	acmhainn	inmheánach
1	acmhainn	maith
1	acmhainn	mór
26	acmhainn	nádúrtha
1	acmhainn	seachtrach
1	acmhainn	áirithe
2	acra	amháin
1	acra	ábalta
1	adhlacadh	seargtha
2	adhmad	ceart
1	adhmad	crua
1	adhmad	dearg
1	adhmad	geal
2	adhmad	lofa
1	adhmad	luachmhar
1	adhmad	maith
1	adhmad	nua
1	adhmad	plaisteach
1	adhmad	seachtrach,bán
1	adhmad	sármhaith
2	adhmad	éigin
1	adhradh	amháin
1	admháil	amháin
1	admháil	cuí
1	admháil	deireanach
1	admháil	oifigiúil
1	admháil	oscailte
1	admháil	pearsanta
1	admháil	poiblí
1	admháil	sásta
1	aeir	aontaithe
1	aeir	bunaithe
1	aeir	ceaptha
2	aeir	gar
1	aeir	saor
1	aer	caite
1	aer	céanna
3	aer	fuar
1	aer	teoranta
1	aerfort	amháin
3	aerfort	beag
1	aerfort	díreach
1	aerfort	gearmánach
26	aerfort	idirnáisiúnta
1	aerfort	idirnáisiúnta,éireannach
1	aerfort	maith
2	aerfort	mór
1	aerfort	nua
1	aerfort	réigiúnach
6	aerfort	suite
1	aeráid	aoibhinn
1	aeráid	cosúil
1	aeráid	domhanda
1	aeráid	fuar
1	aeráid	maith
1	aeráid	polaitiúil
1	aeráid	réigiúnach
2	aeráid	tirim
1	aeráid	tubaisteach
1	aeráid	éadrom
3	aeráid	éagsúil
1	agairt	luath
1	agallamh	amháin
1	agallamh	deireanach
1	agallamh	fada
