beaus/ADJ,chiers/ADJ,amis/NOUN
bon/ADJ,chevalier/NOUN,parfet/ADJ
meie/ADJ,grant/ADJ,ire/NOUN
sun/ADJ,noble/ADJ,barun/NOUN
autres/ADJ,chevaliers/NOUN,terriens/ADJ
sainte/ADJ,veraie/ADJ,croiz/NOUN
soe/ADJ,digne/ADJ,pitié/NOUN
Grant/ADJ,demi/ADJ,pied/NOUN
grant/ADJ,pierre/NOUN,lee/ADJ
granz/ADJ,chemins/NOUN,puldrus/ADJ
Biax/ADJ,sire/NOUN,chiers/ADJ
mau/ADJ,gré/NOUN,suen/ADJ
mien/ADJ,anemi/NOUN,mortel/ADJ
voirs/ADJ,rois/NOUN,esperitables/ADJ
frans/ADJ,chevaliers/NOUN,deboneire/ADJ
Biax/ADJ,sire/NOUN,chiers/ADJ
mau/ADJ,gré/NOUN,mien/ADJ
biax/ADJ,enfans/NOUN,petis/ADJ
beles/ADJ,dames/NOUN,cortoises/ADJ
franc/ADJ,chevaler/NOUN,vaillant/ADJ
Bele/ADJ,douce/ADJ,amie/NOUN
bele/ADJ,douce/ADJ,amie/NOUN
viés/ADJ,sentier/NOUN,anti/ADJ
viés/ADJ,voie/NOUN,herbeuse/ADJ
grandisme/ADJ,nes/NOUN,plat/ADJ
grans/ADJ,narines/NOUN,lees/ADJ
Biax/ADJ,doux/ADJ,amis/NOUN
bele/ADJ,douce/ADJ,amie/NOUN
biaus/ADJ,dox/ADJ,amis/NOUN
bele/ADJ,douce/ADJ,amie/NOUN
biax/ADJ,amis/NOUN,dox/ADJ
plenier/ADJ,estor/NOUN,canpel/ADJ
grans/ADJ,canpegneus/NOUN,canpés/ADJ
frans/ADJ,damoisiax/NOUN,honorables/ADJ
Bele/ADJ,douce/ADJ,amie/NOUN
roi/NOUN,rice/ADJ,paiien/ADJ
Biax/ADJ,dous/ADJ,amis/NOUN
biax/ADJ,dox/ADJ,amis/NOUN
sue/ADJ,spuse/NOUN,juvene/ADJ
sue/ADJ,carn/NOUN,medisme/ADJ
tue/ADJ,carn/NOUN,tendra/ADJ
sun/ADJ,destrer/NOUN,brun/ADJ
forz/ADJ,esturs/NOUN,pleners/ADJ
altre/ADJ,rei/NOUN,leutiz/ADJ
meie/ADJ,gent/NOUN,averse/ADJ
grant/ADJ,pleine/ADJ,palme/NOUN
sue/ADJ,grant/ADJ,ire/NOUN
Beaus/ADJ,amis/NOUN,douz/ADJ
riche/ADJ,roi/NOUN,celestïen/ADJ
beaus/ADJ,rois/NOUN,omnipotent/ADJ
beaus/ADJ,douz/ADJ,amis/NOUN
beaus/ADJ,douz/ADJ,amis/NOUN
Beau/ADJ,chiers/ADJ,amis/NOUN
grans/ADJ,festes/NOUN,anvés/ADJ
vostre/ADJ,chiere/ADJ,amie/NOUN
grant/ADJ,lance/NOUN,fresnine/ADJ
Roïne/NOUN,franche/ADJ,debonere/ADJ
petit/ADJ,palefroi/NOUN,noir/ADJ
tuen/ADJ,saintisme/ADJ,cors/NOUN
sainte/ADJ,veire/ADJ,cruiz/NOUN
granz/ADJ,aventures/NOUN,perilleuses/ADJ
sainte/ADJ,veraie/ADJ,croiz/NOUN
premiers/ADJ,rois/NOUN,crestiens/ADJ
grant/ADJ,cheval/NOUN,noir/ADJ
blanc/ADJ,osberc/NOUN,leger/ADJ
dolz/ADJ,chanz/NOUN,divers/ADJ
Biax/ADJ,doux/ADJ,sires/NOUN
grant/ADJ,jor/NOUN,espoantable/ADJ
Biax/ADJ,douz/ADJ,peres/NOUN
demie/ADJ,liue/NOUN,galesche/ADJ
cort/ADJ,mantel/NOUN,Vair/ADJ
vostre/ADJ,grant/ADJ,merci/NOUN
biax/ADJ,sire/NOUN,chiers/ADJ
biax/ADJ,dolz/ADJ,sire/NOUN
grant/ADJ,coute/NOUN,vermoille/ADJ
vostre/ADJ,grant/ADJ,merci/NOUN
grant/ADJ,boene/ADJ,aventure/NOUN
biax/ADJ,dolz/ADJ,conpainz/NOUN
noir/ADJ,palefroi/NOUN,baucent/ADJ
