2	11'	al
25	11'	ilk
4	11'	iyi
1	11'	iyi,ilk
1	1600	yaklaşık
1	1911	eş
1	1912	fransız
1	1912	ilk
1	1916	müteakip
1	1918	eş
1	1918	son
1	1950'	alt
1	1950'	dış
2	1950'	son
1	1950'	var
1	1950'	yaklaşık
1	1950'	yakın
1	1950'	yan
1	1960'	ara
4	1960'	ilk
1	1960'	olası
1	1960'	orta
1	1960'	tarihi
1	1960'	çılgın
2	1961	ilk
1	1969	dış
1	1969	ilk
1	1969	çift
1	1970'	alt
1	1970'	ek
1	1970'	kız,yeni,yeni
2	1970'	orta
4	1970'	son
1	1970'	yaklaşık
1	1970'	yasal
1	1977	ara
1	1977	son
1	1979	asıl
1	1979	orta
1	1979	üç
1	1980'	bütün
1	1980'	dış
1	1980'	ilk
1	1980'	orta
4	1980'	son
1	1980'	ticari
1	1984	uğurlu
1	1987	ara
1	1987	ikili
1	1987	ilk
1	1988	ilk
1	1990'	ara
1	1990'	ilk
2	1990'	orta
1	1991	ara
2	1991	ilk
1	1992	eş
2	1992	ilk
1	1992	son
1	1993	etkili
1	1993	olağanüstü
1	1997	ak
1	1997	ikili
1	1997	ilk
1	1997	iç
1	1997	tarih
1	1997	çift
1	1998	ara
1	1998	ilk
9	20	ilk
1	20	kuzey
1	20	türkçe
1	20	yaklaşık
1	20	yan
1	2003	son
1	2004	çift
1	2007	son
1	2011	seri
2	2011	son
1	2012	son
1	2015	son
1	2015	yarat
1	50	ara
9	50	ilk
1	50	yaklaşık
2	50	yan
1	50	yaş
1	66'	yaklaşık
1	90'	alt
1	90'	genel
1	90'	ilk
1	90'	son
2	90'	yaklaşık
1	90'	yok
1	a	al
1	a	alçak
5	a	ana
7	a	ara
1	a	ara,eski,volkanik
1	a	askeri
1	a	aydın
12	a	aynı
1	a	aynı,temel
2	a	ayrı
1	a	az
1	a	aşağı,ilk
1	a	baskı
9	a	bağlı
3	a	bağlı,küçük
1	a	bağımsız
1	a	başarılı
3	a	başka
1	a	belirli
1	a	belli
2	a	beyaz
1	a	biçimli
1	a	bütün
22	a	büyük
1	a	büyük,iç
1	a	büyük,kırmızı
5	a	diğer
1	a	doğru
3	a	dış
1	a	elverişli
5	a	eski
1	a	eş
1	a	farklı
2	a	genel
1	a	genç
1	a	geri
1	a	geç
1	a	geçmiş
2	a	güzel
2	a	herhangi
2	a	ileri
6	a	ilk
3	a	ince
1	a	iyi
6	a	iç
1	a	kaplı
1	a	kara
3	a	karşı
1	a	kayalık
1	a	kürt
1	a	küçücük
28	a	küçük
1	a	kırmızı
1	a	kısa
1	a	kız
1	a	milli
1	a	muhteşem
3	a	normal
1	a	olası
1	a	rum
1	a	sakin
5	a	son
1	a	standart
1	a	taraflı
1	a	tarihi
1	a	tarihsel
4	a	tek
1	a	tek,küçük
1	a	temel
4	a	türk
4	a	türkçe
2	a	ufak
1	a	uzak
7	a	uzun
1	a	var
5	a	volkanik
1	a	yabancı
5	a	yaklaşık
5	a	yakın
1	a	yakın,küçük
1	a	yalnız
1	a	yalnızca
1	a	yalın
1	a	yapay
1	a	yarı
11	a	yarım
4	a	yeni
1	a	yeşil
2	a	yukarı
1	a	yuvarlak
2	a	yüksek
1	a	zengin
1	a	çekici
2	a	çevrili
1	a	çevrili,küçük
1	a	çıplak
1	a	öbür
1	a	özel
2	a	ünlü
1	a	şapkalı
5	ab	ara
1	ab	başka
2	ab	bütün
5	ab	diğer
1	ab	doğru
1	ab	doğrudan
1	ab	genel
1	ab	hoş
1	ab	ilgili
1	ab	kuzey
1	ab	ortak
1	ab	ortalama
1	ab	resmi
1	ab	temel
2	ab	yaklaşık
2	ab	yeni
1	ab	çekici
1	ab	çok
1	ab	çok,ortalama
1	abajur	yarı
1	abanoz	al
1	abanoz	koy,renkli
1	abanoz	koyu
1	abanoz	tek
5	abd	aktif
2	abd	al
1	abd	alternatif
29	abd	ara
286	abd	asıllı
1	abd	asıllı,yahudi
1	abd	ayrı
3	abd	batı
1	abd	bağlı
2	abd	bağımsız
3	abd	başka
2	abd	beyaz
1	abd	bilimsel
1	abd	biraz
12	abd	birleşik
2	abd	bütün
8	abd	büyük
1	abd	büyük,ideal
1	abd	cesur
1	abd	demokratik
1	abd	değerli
7	abd	diğer
1	abd	dost
1	abd	doğru
2	abd	doğrudan
2	abd	doğu
1	abd	doğu,kuzey
1	abd	düzenli
6	abd	dış
1	abd	ekonomik
4	abd	erkek
27	abd	eski
1	abd	farklı
1	abd	fransız
11	abd	fransız,asıllı
2	abd	genel
2	abd	genç
1	abd	gerçek
1	abd	gizli
2	abd	güneydoğu
2	abd	güç
1	abd	idealist
1	abd	ilgili
33	abd	ilk
5	abd	ingiliz
16	abd	ingiliz,asıllı
3	abd	iyi
1	abd	iç
1	abd	iç,ara
7	abd	kara
1	abd	karşı
1	abd	kurak
1	abd	kültürel
1	abd	küçük
1	abd	kısa
1	abd	mekanik
2	abd	milli
1	abd	orijinal
3	abd	orta
2	abd	ortak
1	abd	ortalama
2	abd	rum,asıllı
3	abd	rus
12	abd	rus,asıllı
1	abd	saygın
1	abd	sağ
1	abd	serbest
1	abd	sivil
1	abd	siyah,beyaz
3	abd	son
1	abd	tarihsel
7	abd	tatlı
7	abd	tek
1	abd	temelli
2	abd	türk
6	abd	türk,asıllı
1	abd	ulusal
1	abd	uzun
3	abd	yahudi
42	abd	yahudi,asıllı
5	abd	yaklaşık
1	abd	yakın
5	abd	yan
2	abd	yarı
1	abd	yasal
2	abd	yaş
1	abd	yaşlı
3	abd	yeni
1	abd	yerleşik
1	abd	yok
2	abd	yoğun
1	abd	yumuşak
3	abd	yunan,asıllı
2	abd	çağdaş
3	abd	çeşitli
1	abd	çok
1	abd	özel
10	abd	ünlü
1	abd	üst
1	abi	aynı
2	abi	büyük
2	abi	derin
2	abi	diğer
1	abi	doğal
1	abi	erkek
1	abi	gerçek
1	abi	gönüllü
1	abi	güzel
1	abi	hazır
1	abi	koca
2	abi	kız
1	abi	milli
1	abi	saf
1	abi	siyah,renkli
1	abi	son
1	abi	sıcak
1	abi	yan
1	abi	yan,büyük
3	abis	büyük
1	abis	güzel
1	abis	sinirli
1	abis	zeki
2	abis	üvey
7	abla	büyük
1	abla	denk
1	abla	diğer
1	abla	iyi
1	abla	kara,kötü
4	abla	kız
1	abla	otoriter
1	abla	uzun
1	abla	yan
1	abla	yarı
3	abla	yaş
1	abla	yaşlı
1	abla	çok
6	abla	üvey
1	abonelik	taban
1	abonelik	yurtdışı
1	acele	büyük
1	acele	hızlı
1	acele	iç
1	acele	olumlu
1	acelecilik	iç
1	acente	an
1	acente	büyük
1	acente	ilgili
1	acente	küçük
2	acente	var
1	acente	yerel
5	acente	yok
3	acı	antik
1	acı	balık
2	acı	bütün
1	acı	bütün,sosyal
11	acı	büyük
2	acı	derin
1	acı	duygusal,ağır
1	acı	ekonomik
3	acı	fiziksel
10	acı	genç
1	acı	gerçek
1	acı	güzel
1	acı	ilgili,maddi
1	acı	ilginç
3	acı	ilk
2	acı	kadın
1	acı	korkunç
1	acı	kurşun
1	acı	köylü
1	acı	küçük
1	acı	manevi
1	acı	orta
1	acı	yaş
9	acı	yeni
1	acı	yoğun
1	acı	zihinsel
1	acı	çok
1	acı	ön
4	ad	acı
1	ad	ak
1	ad	akıllı
4	ad	al
1	ad	alaca
1	ad	alevi
1	ad	alman
10	ad	almanca
26	ad	alt
1	ad	alt,küçük
3	ad	altın
1	ad	amerikalı
1	ad	amerikan
1	ad	an
1	ad	an,an
13	ad	ana
3	ad	antik
1	ad	apayrı
123	ad	ara
2	ad	ara,asıl
2	ad	ara,güzel
1	ad	ara,kırık
1	ad	ara,kısa
1	ad	ara,ortak
1	ad	ara,tabii
2	ad	ara,yeni
2	ad	ara,yukarı
1	ad	ara,zamansız
2	ad	arka
1	ad	asil
1	ad	askeri
430	ad	asıl
1	ad	aydın
1	ad	aykırı
666	ad	aynı
1	ad	aynı,yaşlı
8	ad	ayrı
1	ad	ayrı,ayrı
2	ad	az
1	ad	açık
1	ad	ağır
4	ad	aşağı
1	ad	aşağı,kimyasal
2	ad	aşık
1	ad	bakır
3	ad	balık
3	ad	batı
4	ad	bayat
30	ad	bağlı
1	ad	bağlı,aynı
4	ad	bağlı,eski
1	ad	bağlı,kara
1	ad	bağlı,yukarı
2	ad	bağımsız
27	ad	başka
1	ad	başka,bilimsel
2	ad	başlıca
1	ad	belirgin
3	ad	belirli
1	ad	belirsiz
1	ad	belli
3	ad	benzeri
16	ad	beyaz
1	ad	bez
75	ad	bilimsel
1	ad	bilimsel,özel
5	ad	birleşik
2	ad	boş
1	ad	bulanık
3	ad	bulgar
2	ad	böyle
5	ad	bütün
20	ad	büyük
1	ad	büyük,kadın
1	ad	cam
1	ad	canlı
1	ad	canlı,somut
1	ad	canlı,türkçe,geçerli,ortak
2	ad	cins
1	ad	dahi
1	ad	dahi,başka
1	ad	dalkavuk
1	ad	dağınık
3	ad	deli
1	ad	delik
2	ad	delikanlı
4	ad	demir
2	ad	demokrat
2	ad	demokratik
1	ad	demokratik,sol
1	ad	deneysel
1	ad	denk
1	ad	deri
2	ad	dertli
1	ad	değerli
28	ad	değişik
1	ad	dik
1	ad	dinsel
388	ad	diğer
1	ad	diğer,bilimsel
1	ad	diğer,diğer
2	ad	diğer,eski
1	ad	diğer,ingiliz
2	ad	dişi
1	ad	dolu
1	ad	dost
1	ad	doğal
17	ad	doğru
1	ad	doğru,asıl
7	ad	doğu
1	ad	dönük
1	ad	düzenli
1	ad	düşük
26	ad	dış
1	ad	dış,başka
1	ad	dış,yukarı
3	ad	ek
3	ad	ekonomik
1	ad	eksik
1	ad	emekli
2	ad	emin
12	ad	erkek
3	ad	erkek,kadın
1	ad	erkek,kara
1	ad	ermeni
19	ad	esas
2549	ad	eski
1	ad	eski,doğru
1	ad	eski,doğru,kürt
1	ad	eski,ilk
1	ad	eski,moğol
1	ad	esmer
3	ad	etnik
9	ad	evli
19	ad	eş
34	ad	farklı
1	ad	farklı,bilimsel
1	ad	farklı,ticari
1	ad	farklı,özel
1	ad	farsça
1	ad	fazla
1	ad	fedakar
5	ad	fransızca
3	ad	gel
15	ad	geleneksel
1	ad	geliş
1	ad	geliş,genel
75	ad	genel
1	ad	genel,doğrudan
8	ad	genç
1	ad	genç,kız
8	ad	geri
239	ad	gerçek
3	ad	geç
1	ad	geç,çoğul
5	ad	geçen
2	ad	geçerli
6	ad	geçici
5	ad	geçmiş
1	ad	gizli
2	ad	görevli
1	ad	görevli,eski
1	ad	güncel,geçerli,bilimsel
1	ad	günlük
2	ad	güvenli
7	ad	güzel
5	ad	güç
1	ad	güçlü
1	ad	has
2	ad	hasta
1	ad	hayvan
2	ad	ibaret
3	ad	ikili
2	ad	iktisadi
1	ad	ileri
7	ad	ilgili
1	ad	ilgili,özel
260	ad	ilk
2	ad	ilk,eski
1	ad	ilk,gerçek
1	ad	ilk,kırmızı
2	ad	ilk,türk
1	ad	inatçı
1	ad	ince
5	ad	ingiliz
1	ad	ingiliz,karşı
27	ad	ingilizce
1	ad	ingilizce,almanca
8	ad	iyi
45	ad	iç
1	ad	iç,bilimsel
1	ad	iç,türkçe
1	ad	kadife
1	ad	kadim
48	ad	kadın
7	ad	kahraman
2	ad	kalp
1	ad	kalın
2	ad	kanlı
19	ad	kapalı
21	ad	kara
1	ad	kara,belli
1	ad	kara,geleneksel
5	ad	karşı
2	ad	katil
1	ad	katil,son
1	ad	kayalık
1	ad	kayıtsız
1	ad	kel
6	ad	kenar
1	ad	kentsel
1	ad	keskin
34	ad	kimyasal
57	ad	kişisel
2	ad	klasik
2	ad	koca
3	ad	kolay
2	ad	komşu
1	ad	korkunç
2	ad	koy
1	ad	koyu
1	ad	kuru
1	ad	kurucu
1	ad	kurumsal
2	ad	kurşun
3	ad	kutsal
3	ad	kuzey
1	ad	kömürlü
1	ad	kötü
5	ad	köylü
2	ad	kültürel
119	ad	kürt
10	ad	küçük
6	ad	kırmızı
2	ad	kırık
66	ad	kısa
2	ad	kısa,çift
1	ad	kısık
64	ad	kız
1	ad	kız,aynı
1	ad	kız,başka
1	ad	kız,eski
1	ad	kız,eş
1	ad	kızıl
7	ad	lazım
1	ad	maden
2	ad	mali
1	ad	mermer,beyaz
1	ad	mermer,eski
1	ad	metrajlı
1	ad	mevcut
1	ad	mezun
7	ad	milli
7	ad	modern
1	ad	mümkün
1	ad	nasıl
1	ad	normal
1	ad	olağanüstü
1	ad	olgun
8	ad	orijinal
13	ad	orta
1	ad	orta,tek
54	ad	ortak
1	ad	ortak,cins
1	ad	ortak,destek
1	ad	ortanca
1	ad	parasız
1	ad	parasız,pahalı
3	ad	pop
1	ad	profesyonel
2	ad	resim
40	ad	resmi
7	ad	rum
4	ad	rus
1	ad	sakallı
1	ad	sanatsal
3	ad	sarı
1	ad	sağ
1	ad	sağlam
1	ad	seri
3	ad	sevgili
1	ad	sevimli
1	ad	sinoptik
4	ad	siyah
1	ad	siyasi
3	ad	sol
2	ad	soluk
32	ad	son
1	ad	son,yüzlü
2	ad	sonsuz
1	ad	sorumlu
3	ad	sosyal
2	ad	standart
1	ad	sulak
1	ad	sıcakkanlı
1	ad	sımsıcak
3	ad	tahta
87	ad	takma
3	ad	tam
1	ad	tarih
2	ad	tarihi
9	ad	tarihsel
1	ad	taş
4	ad	tek
1	ad	tek,bilimsel
1	ad	teknik
1	ad	temel
2	ad	teorik
1	ad	ters
8	ad	ticari
1	ad	tombul,diğer
81	ad	türk
1	ad	türk,iyi
1	ad	türk,takma
1	ad	türk,türkçe
137	ad	türkçe
1	ad	türkçe,erkek
2	ad	türlü
1	ad	tüy
2	ad	ulusal
1	ad	ulusal,resmi
2	ad	uluslararası
1	ad	utangaç
8	ad	uygun
1	ad	uygun,güzel
2	ad	uzak
10	ad	uzun
2	ad	uğurlu
5	ad	var
6	ad	yabancı
2	ad	yabancı,özel
3	ad	yahudi
1	ad	yaklaşık
29	ad	yakın
1	ad	yakın,farklı
1	ad	yakışıklı
2	ad	yalan
1	ad	yalnız
1	ad	yalnız,kadın
1	ad	yalın
11	ad	yan
1	ad	yanlı
1	ad	yanlış
3	ad	yanık
1	ad	yapay
1	ad	yarar
2	ad	yarı
1	ad	yasak
4	ad	yasal
1	ad	yavaş
28	ad	yaygın
1	ad	yaz
1	ad	yazılı
1	ad	yazılı,eski
1	ad	yağlı
10	ad	yaş
1	ad	yaş,farklı
1	ad	yaşlı
254	ad	yeni
1	ad	yeni,amerikan
