حُكُومَة/NOUN,إِسرَائِيلِيّ/ADJ
مَخزُون/NOUN,حُكُومِيّ/ADJ
جَيش/NOUN,سُورِيّ/ADJ
جَيش/NOUN,رُوسِيّ/ADJ
قَمَر/NOUN,صِنَاعِيّ/ADJ
قُبرُصِيّ/NOUN,يُونَانِيّ/ADJ
شَرق/NOUN,أَوسَط/ADJ
عَمَل/NOUN,أَدَبِيّ/ADJ
شَابّ/NOUN,إِيطَالِيّ/ADJ
شِبه/NOUN,يَومِيّ/ADJ
شُرطَة/NOUN,أُردُنِّيّ/ADJ
سُلطَة/NOUN,مِصرِيّ/ADJ
وَحدَة/NOUN,اِستِيطَانِيّ/ADJ
رَئِيس/NOUN,أَمرِيكِيّ/ADJ
شَلَل/NOUN,تَامّ/ADJ
مَوت/NOUN,طَبِيعِيّ/ADJ
رَأي/NOUN,عَامّ/ADJ
وَفد/NOUN,تَايلَاندِيّ/ADJ
رَئِيس/NOUN,مُقبِل/ADJ
هُدُوء/NOUN,حَذِر/ADJ
أُسبُوع/NOUN,قَادِم/ADJ
شَعب/NOUN,عِرَاقِيّ/ADJ
قِطَاع/NOUN,خَاصّ/ADJ
شَرِكَة/NOUN,أَلمَانِيّ/ADJ
مَسؤُول/NOUN,إِيرَانِيّ/ADJ
وَضع/NOUN,عَرَبِيّ/ADJ
وِلَايَة/NOUN,مُتَّحِد/ADJ
جَرِيح/NOUN,فِلَسطِينِيّ/ADJ
صِنَاعَة/NOUN,غِذَائِيّ/ADJ
نَشَاط/NOUN,صِنَاعِيّ/ADJ
قَارَّة/NOUN,أَفرِيقِيّ/ADJ
مِصفَاة/NOUN,أَمِيرِكِيّ/ADJ
بَحر/NOUN,مُتَوَسِّط/ADJ
فَائِدَة/NOUN,عَدِيد/ADJ
مَورِد/NOUN,مَائِيّ/ADJ
أَمن/NOUN,قَومِيّ/ADJ
عَمَل/NOUN,تِجَارِيّ/ADJ
لُغَة/NOUN,عَرَبِيّ/ADJ
شَهر/NOUN,مَاضِي/ADJ
غُرفَة/NOUN,تِجَارِيّ/ADJ
مُوَازَنَة/NOUN,عَامّ/ADJ
مَصنَع/NOUN,مِصرِيّ/ADJ
دِيبلُومَاسِيّ/NOUN,مُطَّلِع/ADJ
شَرق/NOUN,أَوسَط/ADJ
نَائِب/NOUN,آخَر/ADJ
تَغيِير/NOUN,أَمرِيكِيّ/ADJ
طَيَرَان/NOUN,مَدَنِيّ/ADJ
مَصدَر/NOUN,سِيَاسِيّ/ADJ
دَولَة/NOUN,فَرَنسِيّ/ADJ
حُكُومَة/NOUN,مِصرِيّ/ADJ
تَحَطُّم/NOUN,مِروَحِيّ/ADJ
حِزب/NOUN,وَحِيد/ADJ
تَأمِين/NOUN,طِبِّيّ/ADJ
حَلّ/NOUN,سِلمِيّ/ADJ
صَحِيفَة/NOUN,أَلمَانِيّ/ADJ
مَركَز/NOUN,ثَانِي/ADJ
تَدَاعِي/NOUN,سَلبِيّ/ADJ
لَازِمَة/NOUN,مُتَعَلِّق/ADJ
تِلفِزيُون/NOUN,بَاكِستَانِيّ/ADJ
طَلَب/NOUN,مُقَدَّم/ADJ
مَخزُون/NOUN,حُكُومِيّ/ADJ
تَخزِين/NOUN,مُشِطّ/ADJ
شَهر/NOUN,مَاضِي/ADJ
مُجتَمَع/NOUN,دُوَلِيّ/ADJ
غَاز/NOUN,طَبِيعِيّ/ADJ
تَعذِيب/NOUN,جَسَدِيّ/ADJ
مِلَاحَة/NOUN,جَوِّيّ/ADJ
سِلَاح/NOUN,تَقلِيدِيّ/ADJ
حُكُومَة/NOUN,إِندُونِيسِيّ/ADJ
مَسؤُول/NOUN,مِصرِيّ/ADJ
جُندِيّ/NOUN,أَمرِيكِيّ/ADJ
مَصدَر/NOUN,مَسؤُول/ADJ
مِتر/NOUN,مُرَبَّع/ADJ
مَدرَسَة/NOUN,وَاحِد/ADJ
مَسؤُول/NOUN,أَمرِيكِيّ/ADJ
دُستُور/NOUN,عِرَاقِيّ/ADJ
سَفِير/NOUN,برِيطَانِيّ/ADJ
حَرب/NOUN,سُودَانِيّ/ADJ
مَصنَع/NOUN,جَدِيد/ADJ
رَئِيس/NOUN,مِصرِيّ/ADJ
اِقتِصَاد/NOUN,مِصرِيّ/ADJ
جِهَة/NOUN,رَسمِيّ/ADJ
عَام/NOUN,مَاضِي/ADJ
قُوَّة/NOUN,أَمرِيكِيّ/ADJ
مَصرِف/NOUN,تِجَارِيّ/ADJ
دَولَة/NOUN,عَرَبِيّ/ADJ
حُكُومَة/NOUN,أُوغَندِيّ/ADJ
أَثَر/NOUN,سَلبِيّ/ADJ
إِدَارَة/NOUN,أَمرِيكِيّ/ADJ
دَولَة/NOUN,خَلِيجِيّ/ADJ
لِيبِيّ/NOUN,يَهُودِيّ/ADJ
أُسبُوع/NOUN,مُقبِل/ADJ
جَيش/NOUN,إِسرَائِيلِيّ/ADJ
أُسرَة/NOUN,فِلَسطِينِيّ/ADJ
دِبلُومَاسِيّ/NOUN,إِسرَائِيلِيّ/ADJ
بَرلَمَان/NOUN,هِندِيّ/ADJ
حَرب/NOUN,قَادِم/ADJ
رَئِيس/NOUN,عِرَاقِيّ/ADJ
تَكلِيف/NOUN,إِنتَاجِيّ/ADJ
مُنتَج/NOUN,زِرَاعِيّ/ADJ
قِيَادَة/NOUN,فِلَسطِينِيّ/ADJ
خَارِجِيَّة/NOUN,تُركِيّ/ADJ
دَرس/NOUN,خُصُوصِيّ/ADJ
أُسبُوع/NOUN,مَاضِي/ADJ
مَصدَر/NOUN,مُطَّلِع/ADJ
شَرِكَة/NOUN,آخَر/ADJ
وَفد/NOUN,لُبنَانِيّ/ADJ
رَئِيس/NOUN,إِيرَانِيّ/ADJ
حِزب/NOUN,حَاكِم/ADJ
دَولَة/NOUN,عَرَبِيّ/ADJ
فَائِض/NOUN,تِجَارِيّ/ADJ
مَحَطَّة/NOUN,أَوَّل/ADJ
عَاصِمَة/NOUN,لِيبِيّ/ADJ
شَهر/NOUN,مَاضِي/ADJ
مِحوَر/NOUN,ثَانِي/ADJ
أُمَّة/NOUN,مُتَّحِد/ADJ
مَصنَع/NOUN,مِصرِيّ/ADJ
شُرطَة/NOUN,عِرَاقِيّ/ADJ
اِتِّحَاد/NOUN,أُورُوبِيّ/ADJ
بَرمِيل/NOUN,وَاحِد/ADJ
أَمر/NOUN,إِيجَابِيّ/ADJ
خَارِجِيَّة/NOUN,بَاكِستَانِيّ/ADJ
أَمِين/NOUN,عَامّ/ADJ
خَسَارَة/NOUN,كَبِير/ADJ
مِنطَقَة/NOUN,عَرَبِيّ/ADJ
مُنَاوَرَة/NOUN,أَكبَر/ADJ
سُلطَة/NOUN,تَنفِيذِيّ/ADJ
وَرَق/NOUN,مَالِيّ/ADJ
أَكبَر/ADJ,قَدر/NOUN
فَوز/NOUN,أَوَّل/ADJ
تِجَارَة/NOUN,حُرّ/ADJ
جُندِيّ/NOUN,إِسرَائِيلِيّ/ADJ
حَال/NOUN,جَوِّيّ/ADJ
مُدِير/NOUN,إِقلِيمِيّ/ADJ
مَنظَر/NOUN,طَبِيعِيّ/ADJ
مِنطَقَة/NOUN,حُرّ/ADJ
مُنتَج/NOUN,مُصَنَّع/ADJ
أُسبُوع/NOUN,مَاضِي/ADJ
طَلَاق/NOUN,نِهَائِيّ/ADJ
مُعَلِّم/NOUN,مِصرِيّ/ADJ
شِبه/NOUN,مُتَوَقِّف/ADJ
قَرض/NOUN,كُورِيّ/ADJ
